t,H-Concentration,OH-Concentration,O2-Concentration,HO2-Concentration,C-Concentration,CH-Concentration,CH3-Concentration,C3H7-Concentration,H-Reaction_rate,OH-Reaction_rate,O2-Reaction_rate,HO2-Reaction_rate,C-Reaction_rate,CH-Reaction_rate,CH3-Reaction_rate,C3H7-Reaction_rate,T
1.2419999999999663e-13,1.4415366836609813,0.4538303455377323,0.013657643285089647,2.2594271839460434,1.4095110941349795,0.6691680111341116,0.03943353202351481,1.2939624542357984,-2170334543784.9287,-1995719607766.0217,-624414636135.4088,1622274440018.4197,-3729584228948.2036,4268802525335.2817,-700270183349.3531,53683962320.758385,1000.0
1.2429999999999663e-13,1.4413195915111152,0.4536308613033454,0.013595324501946844,2.2595892448463797,1.4091381034153632,0.6695948788911413,0.03936357324479167,1.293967814816235,-2171507609254.3325,-1993965528934.9272,-621961981555.6373,1618944746023.101,-3730229181318.451,4268551801323.7446,-698905943717.852,53527774570.852905,1000.0
1.2439999999999662e-13,1.441102382322145,0.45343155236281896,0.013533250600187468,2.2597509732184022,1.408765048593864,0.6700217212614434,0.039293750746360594,1.2939731597994444,-2172675216633.5422,-1992213761645.6526,-619516878533.2489,1615623759356.0752,-3730866377892.464,4268294906805.592,-697544680627.7598,53372050571.54377,1000.0
1.2449999999999662e-13,1.4408850566389515,0.45323241848523815,0.01347142082514219,2.259912369932238,1.4083919304453307,0.670448537628527,0.03922406423106927,1.2939784892316915,-2173837381295.0078,-1990464301838.7559,-617079313679.3276,1612311464598.7056,-3731495836466.229,4268031856563.2437,-696186386702.7272,53216788868.570885,1000.0
1.245999999999966e-13,1.4406676150048907,0.4530334594400908,0.013409834423492648,2.260073435856461,1.408018749742822,0.6708753273773902,0.03915451340249227,1.2939838031590989,-2174994118571.6675,-1988717145463.678,-614649273588.0499,1609007846319.889,-3732117574839.428,4267762665388.622,-694831054587.5706,53061988012.792366,1000.0
1.246999999999966e-13,1.4404500579617991,0.4528346749972663,0.013348490643273953,2.2602341718580923,1.4076455072576064,0.6713020898945219,0.039085097964928296,1.2939891016276484,-2176145443757.0571,-1986972288478.7178,-612226744836.8762,1605712889076.235,-3732731610815.2627,4267487348082.963,-693478676948.1833,52907646560.161,1000.0
1.247999999999966e-13,1.440232386049997,0.45263606492705455,0.013287388733877201,2.2603945788025945,1.4072722037591607,0.6717288245679031,0.039015817623397515,1.29399438468318,-2177291372105.4224,-1985229726851.0073,-609811713986.7471,1602426577412.2507,-3733337962200.2734,4267205919456.619,-692129246471.4495,52753763071.70119,1000.0
1.248999999999966e-13,1.440014599808294,0.452437629000145,0.013226527946051992,2.260554657553875,1.4068988400151694,0.672155530787009,0.03894667208363887,1.2939996523713946,-2178431918831.8298,-1983489456556.4873,-607404167582.2788,1599148895860.5225,-3733936646804.166,4266918394328.8657,-690782755865.1571,52600336113.4857,1000.0
1.249999999999966e-13,1.4397966997739937,0.4522393669876255,0.013165907531908942,2.2607144089742777,1.4065254167915235,0.6725822079428109,0.038877661052107354,1.2940049047378532,-2179567099112.2808,-1981751473579.8828,-605004092151.9614,1595879828941.9028,-3734527682439.632,4266624787527.7046,-689439197857.9111,52447364256.61278,1000.0
1.2509999999999658e-13,1.4395786864828979,0.4520412786609813,0.013105526744922186,2.2608738339245864,1.4061519348523188,0.6730088554277774,0.03880878423597133,1.294010141827978,-2180696928083.818,-1980015773914.678,-602611474208.3572,1592619361165.6963,-3735111086922.162,4266325113889.66,-688098565199.0472,52294846077.18301,1000.0
1.2519999999999658e-13,1.4393605604693107,0.45184336379209405,0.013045384839931909,2.2610329332640204,1.405778394959856,0.6734354726358767,0.038740041343109856,1.294015363687053,-2181821420844.644,-1978282353563.0918,-600226300248.3008,1589367477029.8467,-3735686878069.875,4266019388259.591,-686760850658.5464,52142780156.27671,1000.0
1.2529999999999657e-13,1.439142322266045,0.45164562215324056,0.012985481073146846,2.261191707850232,1.4054047978746378,0.6738620589625778,0.038671432082109956,1.2940205703602252,-2182940592454.2266,-1976551208536.0537,-597848556753.1022,1586124161021.129,-3736255073703.322,4265707625490.476,-685426047026.9475,51991165079.93115,1000.0
1.2539999999999657e-13,1.4389239724044252,0.451448053517092,0.0129258147021468,2.2613501585393063,1.4050311443553702,0.6742886138048525,0.03860295616226395,1.2940257618925048,-2184054457933.4146,-1974822334853.1794,-595478230188.7473,1582889397615.337,-3736815691645.3115,4265389840443.2217,-684094147115.2632,51839999439.1179,1000.0
1.2549999999999656e-13,1.4387055114142924,0.4512506576567126,0.012866384985885148,2.261508286185758,1.4046574351589591,0.6747151365611775,0.03853461329356675,1.294030938328766,-2185163032264.5457,-1973095728542.7446,-593115307006.1045,1579663171277.4768,-3737368749720.718,4265066047986.45,-682765143754.893,51689281829.720314,1000.0
1.2559999999999656e-13,1.4384869398240097,0.45105343434555867,0.012807191184691365,2.2616660916425286,1.404283671040511,0.6751416266315355,0.038466403186713155,1.2940360997137472,-2186266330391.5613,-1971371385641.6638,-590759773641.129,1576445466461.961,-3737914265756.297,4264736262996.302,-681439029797.5386,51539010852.5112,1000.0
1.2569999999999655e-13,1.4382682581604653,0.4508563833574778,0.012748232560273538,2.2618235757609866,1.4039098527533305,0.6755680834174171,0.03839832555309517,1.2940412460920527,-2187364367220.1147,-1969649302195.4639,-588411616515.0703,1573236267612.8022,-3738452257580.4927,4264400500356.2207,-680115798115.1189,51389185113.13039,1000.0
1.2579999999999655e-13,1.438049466949079,0.4506595044667074,0.01268950837572086,2.261980739390925,1.4035359810489205,0.6759945063218229,0.038330380104799305,1.2940463775081528,-2188457157617.6865,-1967929474258.2598,-586070822034.6796,1570035559163.8096,-3738982743023.255,4264058774956.752,-678795441599.6843,51239803222.06261,1000.0
1.2589999999999654e-13,1.437830566713806,0.45046279744787393,0.012631017895506167,2.262137583380556,1.4031620566769798,0.6764208947492648,0.03826256655460388,1.2940514940063843,-2189544716413.6926,-1966211897892.7317,-583737376592.4208,1566843325538.7866,-3739505739915.842,4263711101695.329,-677477953163.3328,51090863794.61531,1000.0
1.2599999999999653e-13,1.4376115579771402,0.4502662620759918,0.012572760385488435,2.2622941085765147,1.4027880803854034,0.6768472481057681,0.03819488461597634,1.294056595630951,-2190627058399.594,-1964496569170.1003,-581411266566.68,1563659551151.7302,-3740021266090.627,4263357495476.061,-676163325738.1249,50942365450.89673,1000.0
1.2609999999999653e-13,1.4373924412601216,0.4500698981264621,0.012514735112915303,2.2624503158238527,1.4024140529202802,0.6772735657988728,0.03812733400307053,1.294061682425926,-2191704198329.0186,-1962783484170.101,-579092478321.9786,1560484220407.0293,-3740529339380.9136,4262997971209.5312,-674851552275.9994,50794306815.79388,1000.0
