t,H-Concentration,O-Concentration,OH-Concentration,H2-Concentration,H2O-Concentration,O2-Concentration,HO2-Concentration,H2O2-Concentration,H-Reaction_rate,O-Reaction_rate,OH-Reaction_rate,H2-Reaction_rate,H2O-Reaction_rate,O2-Reaction_rate,HO2-Reaction_rate,H2O2-Reaction_rate,T
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.035426833404045e+18,-5.926688848753785e+18,-6.253114032756064e+18,20007194549632.598,1.0890920031265958e+17,6.035600743606016e+18,-136590352441462.33,-17312654979495.045,500.0
1e-16,1.9756918928967242,0.020961979148939037,0.002158277905333849,1.0040568938416603,1.0173821694689589,1.9972540899551612,0.9857176909897385,0.9967770057934832,65132378854996.8,-252538236996979.22,22353083328128.3,40539544852205.234,18841306254446.867,279614927111512.12,-141638842412190.84,-32304160992119.22,500.0
2e-16,1.9764205346827923,0.0018645641178862285,0.00959913960401922,1.0080933306305013,1.01950856565151,2.0192873599592525,0.9716764775589086,0.9935500277951305,-97896658854969.7,-77102369546639.16,164069788457664.4,40134599277222.984,28556700244468.184,113599653802502.17,-139167698114420.72,-32194015265828.15,500.0
3e-16,1.9630586182174747,0.0005714859794125819,0.02412042366696536,1.01207245399376,1.025045945931153,2.026893704653225,0.9578905768502788,0.9903467907077287,-119155146284991.64,1028285879682.6122,76235079128604.66,39449887047721.2,82147153466253.62,88696650171407.66,-136529804945793.52,-31872104462884.57,500.0
4e-16,1.952622159302576,0.0006226365033281171,0.027634335803493344,1.015986274397605,1.0345261602928177,2.0370632551563217,0.9443717215746241,0.9871734569692322,-95329960722039.6,170971701363.55597,10922509150006.895,38836207392886.86,101894025806935.02,108958137349181.89,-133850766529058.2,-31601124149276.43,500.0
5e-16,1.9434132334928964,0.0006286085701637273,0.027992053759113972,1.0198408306137727,1.0448712094573838,2.0481093251329505,0.931118845341753,0.9840258936319632,-90000329148532.8,-1446463556.081675,-433536259002.69775,38258458927016.91,103918723165590.6,110826816806702.2,-131216875278756.7,-31351811749461.375,500.0
6.000000000000001e-16,1.9345215821663129,0.0006267498612191671,0.027836655977263737,1.0236385250136995,1.0552163798014924,2.059131032019228,0.9181261980955221,0.9809028770652605,-88017404460236.67,-27745773560.14704,-2153650471300.9138,37697845558140.86,102820514049052.67,109436782326665.53,-128647018174673.2,-31109323054088.145,500.0
7.000000000000001e-16,1.9257933625272285,0.0006237403873807375,0.027605762267301288,1.0273808541614509,1.0654220639679577,2.0699830653626106,0.9053872637054801,0.9778038876205875,-86579820657640.5,-31222683238.297756,-2384609172621.59,37150921181158.39,101273630808824.1,107584652523510.3,-126142429850281.92,-30871122149710.477,500.0
8.000000000000002e-16,1.9172022080256756,0.0006206091060697463,0.027366527509959618,1.0310691360671385,1.075470175198342,2.0806472277549357,0.8928955907423459,0.9747285255955307,-85252799317666.53,-31215707217.40154,-2387779138291.6562,36616814814380.16,99690963852081.81,105702253520645.38,-123701497170897.75,-30636740853034.004,500.0
9.000000000000002e-16,1.9087414084670413,0.0006175128184858998,0.027129235533730933,1.0347046285929193,1.085361177527861,2.091124710504398,0.8806449093534523,0.9716764172021088,-83968845865995.5,-30687163111.70517,-2356514600994.9497,36095060672730.67,98134772150636.3,103854489983649.72,-121322245174085.56,-30406030002828.96,500.0
1.0000000000000003e-15,1.9004073736332887,0.0006144742060346887,0.026895390037791227,1.0382885467689777,1.0950982949516397,2.1014195680464214,0.8686291518240011,0.9686472005318433,-82716877210378.75,-30083560414.707325,-2320233982505.857,35585267983883.625,96613535995910.83,102049995452966.22,-119002712592218.4,-30178892087242.93,500.0
1.1000000000000003e-15,1.8921970617153254,0.0006114959842940934,0.026665179779293287,1.0418220673923408,1.1046850660210792,2.111536160329496,0.8568424458777945,0.9656405229003749,-81494237714816.44,-29480977770.304493,-2283949086141.536,35087069488422.01,95127766516700.66,100289077237977.69,-116741005719456.81,-29955239744915.293,500.0
1.2000000000000004e-15,1.8841075986878968,0.0006085774269575826,0.02643856514249482,1.0453063321899536,1.1141249956748458,2.1214787903782204,0.8452791005592457,0.9626560399403834,-80299762941861.78,-28891563105.18192,-2248435532842.7744,34600113195137.664,93676626589396.2,98570641763765.94,-114535301926616.95,-29734989583873.1,500.0
1.3000000000000004e-15,1.8761362189789172,0.0006057171986256372,0.026215465754418823,1.048742445860157,1.1234214873688058,2.1312516321072543,0.8339336166548976,0.9596934160769217,-79132594317778.22,-28315091021.11886,-2213682362962.9043,34124061115971.47,92259063857597.5,96893378863749.83,-112383850864716.3,-29518061200840.273,500.0
1.4000000000000005e-15,1.8682802296903451,0.0006029140056595531,0.025995803934462776,1.0521314842523408,1.1325778541745042,2.140858747046656,0.8228006442705542,0.956752322625475,-77991900144338.89,-27751110595.542343,-2179689813619.1382,33658587127505.89,90874066957880.7,95256028682538.08,-110284965185927.03,-29304376513444.05,500.0
1.5000000000000005e-15,1.8605370210611623,0.0006001665871402786,0.025779503734483712,1.0554744903878226,1.1415973067804046,2.1503040693621935,0.811875003305679,0.9538324387811115,-76876883703428.94,-27199574418.103985,-2146446708988.889,33203377371856.22,89520658946552.4,93657375976861.6,-108237022392469.2,-29093859915965.13,500.0
